Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Gasto per capita
03-2019,2019,3,Navarra,PATATAS FRESCAS,980.24,842.09,0.86,61.43,1.64,1.41
03-2019,2019,3,Navarra,PATATAS CONGELADAS,21.1,23.83,1.13,4.15,0.04,0.04
03-2019,2019,3,Navarra,PATATAS PROCESADAS,44.59,264.36,5.93,36.14,0.07,0.44
03-2019,2019,3,Navarra,PATATAS FRITAS,34.17,246.86,7.23,32.69,0.06,0.41
03-2019,2019,3,Navarra,T.HORTALIZAS FRESCAS,2755.41,5154.68,1.87,94.45,4.61,8.62
03-2019,2019,3,Navarra,TOMATES,393.51,578.35,1.47,54.85,0.66,0.97
03-2019,2019,3,Navarra,CEBOLLAS,346.46,536.9,1.55,57.6,0.58,0.9
03-2019,2019,3,Navarra,AJOS,30.94,163.19,5.27,31.67,0.05,0.27
03-2019,2019,3,Navarra,COLES,126.61,139.57,1.1,19.37,0.21,0.23
03-2019,2019,3,Navarra,PEPINOS,13.3,28.33,2.13,15.06,0.02,0.05
03-2019,2019,3,Navarra,JUDIAS VERDES,92.49,322.23,3.48,51.93,0.15,0.54
03-2019,2019,3,Navarra,PIMIENTOS,147.58,290.37,1.97,48.64,0.25,0.49
03-2019,2019,3,Navarra,CHAMPIÑONES+O.SETAS,51.14,206.87,4.05,38.97,0.09,0.35
03-2019,2019,3,Navarra,LECHUGA/ESC./ENDIVIA,298.3,692.97,2.32,66.87,0.5,1.16
03-2019,2019,3,Navarra,ESPARRAGOS,21.88,83.86,3.83,6.18,0.04,0.14
03-2019,2019,3,Navarra,VERDURAS DE HOJA,60.35,145.6,2.41,28.39,0.1,0.24
03-2019,2019,3,Navarra,BERENJENAS,83.34,94.45,1.13,22.81,0.14,0.16
03-2019,2019,3,Navarra,ZANAHORIAS,136.44,139.39,1.02,39.39,0.23,0.23
03-2019,2019,3,Navarra,CALABACINES,192.77,237.89,1.23,43.98,0.32,0.4
03-2019,2019,3,Navarra,OTR.HORTALIZAS/VERD.,760.29,1494.7,1.97,85.25,1.27,2.5
03-2019,2019,3,Navarra,BROCOLI,86.99,109.06,1.25,24.33,0.15,0.18
03-2019,2019,3,Navarra,ALCACHOFAS,273.31,393.78,1.44,26.39,0.46,0.66
03-2019,2019,3,Navarra,APIO,8.69,13.94,1.6,3.93,0.01,0.02
03-2019,2019,3,Navarra,COLIFLOR,35.65,40.05,1.12,11.75,0.06,0.07
03-2019,2019,3,Navarra,VERD./HORT. IV GAMA,252.81,681.93,2.7,61.93,0.42,1.14
03-2019,2019,3,Navarra,PUERRO,69.41,227.55,3.28,31.76,0.12,0.38
03-2019,2019,3,Pais Vasco,TOTAL PATATAS,5023.9,4758.45,0.95,78.46,2.38,2.25
03-2019,2019,3,Pais Vasco,PATATAS FRESCAS,3831.68,3379.68,0.88,70.81,1.81,1.6
03-2019,2019,3,Pais Vasco,PATATAS CONGELADAS,108.23,135.74,1.25,8.35,0.05,0.06
03-2019,2019,3,Pais Vasco,PATATAS PROCESADAS,216.8,1243.02,5.73,35.34,0.1,0.59
03-2019,2019,3,Pais Vasco,PATATAS FRITAS,155.85,1167.5,7.49,32.67,0.07,0.55
03-2019,2019,3,Pais Vasco,T.HORTALIZAS FRESCAS,10786.13,21695.33,2.01,98.11,5.1,10.26
03-2019,2019,3,Pais Vasco,TOMATES,1823.5,3821.66,2.1,71.25,0.86,1.81
03-2019,2019,3,Pais Vasco,CEBOLLAS,1411.58,2127.02,1.51,71.92,0.67,1.01
03-2019,2019,3,Pais Vasco,AJOS,146.75,711.78,4.85,44.96,0.07,0.34
03-2019,2019,3,Pais Vasco,COLES,236.68,276.45,1.17,16.34,0.11,0.13
03-2019,2019,3,Pais Vasco,PEPINOS,158.4,308.07,1.94,17.11,0.07,0.15
03-2019,2019,3,Pais Vasco,JUDIAS VERDES,348.92,1085.24,3.11,33.98,0.17,0.51
03-2019,2019,3,Pais Vasco,PIMIENTOS,768.84,1685.04,2.19,62.18,0.36,0.8
03-2019,2019,3,Pais Vasco,CHAMPIÑONES+O.SETAS,315.57,1306.16,4.14,52.57,0.15,0.62
03-2019,2019,3,Pais Vasco,LECHUGA/ESC./ENDIVIA,820.55,2147.02,2.62,66.84,0.39,1.02
03-2019,2019,3,Pais Vasco,ESPARRAGOS,92.81,251.83,2.71,9.81,0.04,0.12
03-2019,2019,3,Pais Vasco,VERDURAS DE HOJA,464.8,894.56,1.92,31.02,0.22,0.42
03-2019,2019,3,Pais Vasco,BERENJENAS,161.46,216.17,1.34,19.16,0.08,0.1
03-2019,2019,3,Pais Vasco,ZANAHORIAS,709.47,639.98,0.9,64.56,0.34,0.3
03-2019,2019,3,Pais Vasco,CALABACINES,888.05,1144.04,1.29,55.2,0.42,0.54
03-2019,2019,3,Pais Vasco,OTR.HORTALIZAS/VERD.,2438.74,5080.32,2.08,79.37,1.15,2.4
03-2019,2019,3,Pais Vasco,BROCOLI,532.46,656.52,1.23,24.08,0.25,0.31
03-2019,2019,3,Pais Vasco,ALCACHOFAS,367.62,551.57,1.5,22.55,0.17,0.26
03-2019,2019,3,Pais Vasco,APIO,34.46,60.91,1.77,5.86,0.02,0.03
03-2019,2019,3,Pais Vasco,COLIFLOR,115.66,177.62,1.54,10.64,0.05,0.08
03-2019,2019,3,Pais Vasco,VERD./HORT. IV GAMA,1296.43,3668.13,2.83,68.25,0.61,1.74
03-2019,2019,3,Pais Vasco,PUERRO,321.69,1135.69,3.53,42.09,0.15,0.54
03-2019,2019,3,Valencia,TOTAL PATATAS,11139.62,10754.55,0.97,81.94,2.29,2.21
03-2019,2019,3,Valencia,PATATAS FRESCAS,7765.46,6821.98,0.88,69.59,1.6,1.4
03-2019,2019,3,Valencia,PATATAS CONGELADAS,357.33,516.45,1.45,11.37,0.07,0.11
03-2019,2019,3,Valencia,PATATAS PROCESADAS,603.37,3416.12,5.66,51.65,0.12,0.7
03-2019,2019,3,Valencia,PATATAS FRITAS,560.85,3358.54,5.99,50.94,0.12,0.69
03-2019,2019,3,Valencia,T.HORTALIZAS FRESCAS,26767.1,49399.87,1.85,97.4,5.51,10.17
03-2019,2019,3,Valencia,TOMATES,5015.87,8611.89,1.72,81.17,1.03,1.77
03-2019,2019,3,Valencia,CEBOLLAS,3001.85,3736.44,1.24,71.36,0.62,0.77
03-2019,2019,3,Valencia,AJOS,234.96,1041.28,4.43,31.05,0.05,0.21
03-2019,2019,3,Valencia,COLES,458.15,571.15,1.25,17.46,0.09,0.12
03-2019,2019,3,Valencia,PEPINOS,768.84,1367.21,1.78,32.48,0.16,0.28
03-2019,2019,3,Valencia,JUDIAS VERDES,660.18,2186.96,3.31,35.48,0.14,0.45
03-2019,2019,3,Valencia,PIMIENTOS,1879.02,3494.53,1.86,61.14,0.39,0.72
03-2019,2019,3,Valencia,CHAMPIÑONES+O.SETAS,745.61,2795.55,3.75,50.02,0.15,0.58
03-2019,2019,3,Valencia,LECHUGA/ESC./ENDIVIA,1551.62,4422.83,2.85,69.3,0.32,0.91
03-2019,2019,3,Valencia,ESPARRAGOS,472.99,1023.87,2.16,18.49,0.1,0.21
03-2019,2019,3,Valencia,VERDURAS DE HOJA,795.37,1797.84,2.26,32.6,0.16,0.37
03-2019,2019,3,Valencia,BERENJENAS,835.42,1140.52,1.37,38.96,0.17,0.23
03-2019,2019,3,Valencia,ZANAHORIAS,1287.58,1155.32,0.9,55.04,0.27,0.24
03-2019,2019,3,Valencia,CALABACINES,1514.19,1962.24,1.3,54.81,0.31,0.4
03-2019,2019,3,Valencia,OTR.HORTALIZAS/VERD.,7545.45,14092.24,1.87,86.92,1.55,2.9
03-2019,2019,3,Valencia,BROCOLI,502.76,785.12,1.56,22.6,0.1,0.16
03-2019,2019,3,Valencia,ALCACHOFAS,2490.88,3294.08,1.32,52.2,0.51,0.68
03-2019,2019,3,Valencia,APIO,142.02,214.92,1.51,10.83,0.03,0.04
03-2019,2019,3,Valencia,COLIFLOR,454.09,530.33,1.17,16.89,0.09,0.11
03-2019,2019,3,Valencia,VERD./HORT. IV GAMA,2944.25,8569.67,2.91,70.59,0.61,1.76
03-2019,2019,3,Valencia,PUERRO,379.14,1042.28,2.75,29.9,0.08,0.21
03-2019,2019,3,Total Nacional,T.FRUTAS FRESCAS,339129.81,542032.77,1.6,96.35,7.35,11.75
03-2019,2019,3,Total Nacional,NARANJAS,96625.02,85468.41,0.88,58.72,2.09,1.85
03-2019,2019,3,Total Nacional,MANDARINAS,28174.41,43869.34,1.56,51.22,0.61,0.95
03-2019,2019,3,Total Nacional,LIMONES,8357.41,11719.74,1.4,32.08,0.18,0.25
03-2019,2019,3,Total Nacional,PLATANOS,54868.69,91288.67,1.66,82.24,1.19,1.98
03-2019,2019,3,Total Nacional,MANZANAS,46754.61,66893.34,1.43,69.08,1.01,1.45
03-2019,2019,3,Total Nacional,PERAS,21990.28,32369.63,1.47,51.48,0.48,0.7
03-2019,2019,3,Total Nacional,MELOCOTONES,66.46,101.42,1.53,0.41,0.0,0.0
03-2019,2019,3,Total Nacional,NECTARINAS,699.65,1605.53,2.29,2.2,0.02,0.03
03-2019,2019,3,Total Nacional,ALBARICOQUES,129.26,191.82,1.48,0.76,0.0,0.0
03-2019,2019,3,Total Nacional,FRESAS/FRESON,35088.2,93849.38,2.67,71.09,0.76,2.03
03-2019,2019,3,Total Nacional,MELON,5665.43,9716.91,1.72,10.15,0.12,0.21
03-2019,2019,3,Total Nacional,SANDIA,2588.98,4386.56,1.69,6.51,0.06,0.1
03-2019,2019,3,Total Nacional,CIRUELAS,1309.59,3704.72,2.83,7.88,0.03,0.08
03-2019,2019,3,Total Nacional,CEREZAS,77.09,315.87,4.1,0.72,0.0,0.01
03-2019,2019,3,Total Nacional,UVAS,3263.66,11947.57,3.66,14.05,0.07,0.26
03-2019,2019,3,Total Nacional,KIWI,12224.85,31190.28,2.55,38.84,0.27,0.68
03-2019,2019,3,Total Nacional,AGUACATE,5563.53,19427.08,3.49,29.62,0.12,0.42
03-2019,2019,3,Total Nacional,PIÑA,7830.2,12036.14,1.54,18.63,0.17,0.26
03-2019,2019,3,Total Nacional,OTRAS FRUTAS FRESCAS,7852.49,21950.35,2.8,27.72,0.17,0.48
03-2019,2019,3,Total Nacional,POMELO,1139.76,1898.89,1.67,3.37,0.02,0.04
03-2019,2019,3,Total Nacional,CHIRIMOYA,4.71,34.72,7.37,0.03,0.0,0.0
03-2019,2019,3,Total Nacional,MANGO,2374.6,5847.57,2.46,10.19,0.05,0.13
03-2019,2019,3,Total Nacional,FRUTAS IV GAMA,16505.98,29554.61,1.79,30.24,0.36,0.64
03-2019,2019,3,Andalucia,T.FRUTAS FRESCAS,52386.5,81737.77,1.56,95.09,6.03,9.41
03-2019,2019,3,Andalucia,NARANJAS,14217.76,11867.57,0.83,51.85,1.64,1.37
03-2019,2019,3,Andalucia,MANDARINAS,4102.84,5994.75,1.46,46.87,0.47,0.69
03-2019,2019,3,Andalucia,LIMONES,1527.24,2182.0,1.43,26.25,0.18,0.25
03-2019,2019,3,Andalucia,PLATANOS,8996.99,14187.62,1.58,82.53,1.04,1.63
03-2019,2019,3,Andalucia,MANZANAS,7150.95,9991.68,1.4,65.32,0.82,1.15
03-2019,2019,3,Andalucia,PERAS,3143.33,4521.59,1.44,47.93,0.36,0.52
03-2019,2019,3,Andalucia,NECTARINAS,176.48,392.78,2.23,2.4,0.02,0.05
03-2019,2019,3,Andalucia,ALBARICOQUES,6.1,15.95,2.61,0.44,0.0,0.0
03-2019,2019,3,Andalucia,FRESAS/FRESON,5641.51,14823.13,2.63,68.31,0.65,1.71
03-2019,2019,3,Andalucia,MELON,976.5,1518.12,1.55,11.24,0.11,0.17
03-2019,2019,3,Andalucia,SANDIA,474.04,734.92,1.55,6.3,0.05,0.08
03-2019,2019,3,Andalucia,CIRUELAS,240.89,687.57,2.85,7.73,0.03,0.08
03-2019,2019,3,Andalucia,CEREZAS,5.86,43.37,7.41,0.29,0.0,0.0
03-2019,2019,3,Andalucia,UVAS,546.54,1955.43,3.58,18.17,0.06,0.23
03-2019,2019,3,Andalucia,KIWI,1556.23,4042.25,2.6,30.42,0.18,0.47
03-2019,2019,3,Andalucia,AGUACATE,949.47,3117.21,3.28,28.93,0.11,0.36
03-2019,2019,3,Andalucia,PIÑA,1247.43,1884.46,1.51,19.09,0.14,0.22
03-2019,2019,3,Andalucia,OTRAS FRUTAS FRESCAS,1426.33,3777.37,2.65,28.52,0.16,0.44
03-2019,2019,3,Andalucia,POMELO,228.82,461.38,2.02,3.05,0.03,0.05
03-2019,2019,3,Andalucia,CHIRIMOYA,2.08,16.63,7.98,0.12,0.0,0.0
03-2019,2019,3,Andalucia,MANGO,495.23,1128.18,2.28,13.55,0.06,0.13
03-2019,2019,3,Andalucia,FRUTAS IV GAMA,2566.79,4881.26,1.9,33.24,0.3,0.56
03-2019,2019,3,Aragon,T.FRUTAS FRESCAS,10387.95,16044.29,1.54,97.45,7.93,12.25
03-2019,2019,3,Aragon,NARANJAS,2853.71,2433.97,0.85,69.75,2.18,1.86
03-2019,2019,3,Aragon,MANDARINAS,1243.61,1796.77,1.44,54.2,0.95,1.37
03-2019,2019,3,Aragon,LIMONES,215.25,314.61,1.46,35.08,0.16,0.24
03-2019,2019,3,Aragon,PLATANOS,1384.35,2248.65,1.62,81.77,1.06,1.72
03-2019,2019,3,Aragon,MANZANAS,1472.83,1958.43,1.33,69.39,1.12,1.5
03-2019,2019,3,Aragon,PERAS,666.01,1017.73,1.53,53.52,0.51,0.78
03-2019,2019,3,Aragon,NECTARINAS,9.73,27.88,2.87,1.89,0.01,0.02
03-2019,2019,3,Aragon,FRESAS/FRESON,1117.15,2767.36,2.48,75.43,0.85,2.11
03-2019,2019,3,Aragon,MELON,214.35,445.01,2.08,11.73,0.16,0.34
03-2019,2019,3,Aragon,SANDIA,130.64,201.92,1.55,9.89,0.1,0.15
03-2019,2019,3,Aragon,CIRUELAS,27.98,71.59,2.56,6.16,0.02,0.05
03-2019,2019,3,Aragon,UVAS,89.22,327.53,3.67,21.88,0.07,0.25
03-2019,2019,3,Aragon,KIWI,315.54,845.34,2.68,41.22,0.24,0.65
03-2019,2019,3,Aragon,AGUACATE,173.68,618.84,3.56,30.72,0.13,0.47
03-2019,2019,3,Aragon,PIÑA,313.54,444.46,1.42,23.46,0.24,0.34
03-2019,2019,3,Aragon,OTRAS FRUTAS FRESCAS,160.37,524.2,3.27,20.11,0.12,0.4
03-2019,2019,3,Aragon,POMELO,28.1,40.66,1.45,4.06,0.02,0.03
03-2019,2019,3,Aragon,MANGO,38.98,82.2,2.11,9.35,0.03,0.06
03-2019,2019,3,Aragon,FRUTAS IV GAMA,482.24,888.7,1.84,26.79,0.37,0.68
03-2019,2019,3,Asturias,T.FRUTAS FRESCAS,9177.3,15182.6,1.65,98.45,8.54,14.13
03-2019,2019,3,Asturias,NARANJAS,2715.62,2846.23,1.05,73.28,2.53,2.65
03-2019,2019,3,Asturias,MANDARINAS,801.75,1306.62,1.63,66.66,0.75,1.22
03-2019,2019,3,Asturias,LIMONES,224.61,351.38,1.56,43.0,0.21,0.33
03-2019,2019,3,Asturias,PLATANOS,1355.51,2307.12,1.7,82.99,1.26,2.15
03-2019,2019,3,Asturias,MANZANAS,1334.2,1853.43,1.39,81.06,1.24,1.72
03-2019,2019,3,Asturias,PERAS,486.18,814.43,1.68,48.86,0.45,0.76
03-2019,2019,3,Asturias,NECTARINAS,61.09,156.97,2.57,12.21,0.06,0.15
03-2019,2019,3,Asturias,ALBARICOQUES,12.89,15.35,1.19,0.87,0.01,0.01
03-2019,2019,3,Asturias,FRESAS/FRESON,964.95,2490.52,2.58,83.61,0.9,2.32
03-2019,2019,3,Asturias,MELON,51.73,103.76,2.01,8.92,0.05,0.1
03-2019,2019,3,Asturias,SANDIA,91.74,163.14,1.78,10.55,0.09,0.15
03-2019,2019,3,Asturias,CIRUELAS,14.37,45.78,3.19,5.54,0.01,0.04
03-2019,2019,3,Asturias,CEREZAS,0.81,2.4,2.95,0.5,0.0,0.0
03-2019,2019,3,Asturias,UVAS,110.41,444.56,4.03,13.84,0.1,0.41
03-2019,2019,3,Asturias,KIWI,442.87,1172.2,2.65,49.21,0.41,1.09
03-2019,2019,3,Asturias,AGUACATE,90.4,307.17,3.4,24.23,0.08,0.29
03-2019,2019,3,Asturias,PIÑA,276.87,373.45,1.35,28.74,0.26,0.35
03-2019,2019,3,Asturias,OTRAS FRUTAS FRESCAS,141.29,428.1,3.03,24.58,0.13,0.4
03-2019,2019,3,Asturias,POMELO,44.1,65.2,1.48,8.18,0.04,0.06
03-2019,2019,3,Asturias,MANGO,32.2,90.1,2.8,9.33,0.03,0.08
03-2019,2019,3,Asturias,FRUTAS IV GAMA,300.45,652.32,2.17,30.49,0.28,0.61
03-2019,2019,3,Baleares,T.FRUTAS FRESCAS,6897.94,11742.22,1.7,95.57,6.54,11.13
03-2019,2019,3,Baleares,NARANJAS,1540.51,1301.14,0.84,37.52,1.46,1.23
03-2019,2019,3,Baleares,MANDARINAS,362.5,551.98,1.52,27.89,0.34,0.52
03-2019,2019,3,Baleares,LIMONES,123.64,132.64,1.07,18.09,0.12,0.13
03-2019,2019,3,Baleares,PLATANOS,1416.55,2431.96,1.72,86.56,1.34,2.3
03-2019,2019,3,Baleares,MANZANAS,1019.53,1421.36,1.39,70.29,0.97,1.35
03-2019,2019,3,Baleares,PERAS,432.74,647.2,1.5,45.27,0.41,0.61
03-2019,2019,3,Baleares,MELOCOTONES,0.95,6.16,6.5,0.37,0.0,0.01
03-2019,2019,3,Baleares,NECTARINAS,4.36,9.46,2.17,1.27,0.0,0.01
03-2019,2019,3,Baleares,FRESAS/FRESON,920.04,2413.49,2.62,75.52,0.87,2.29
03-2019,2019,3,Baleares,MELON,98.25,154.4,1.57,9.4,0.09,0.15
03-2019,2019,3,Baleares,SANDIA,50.93,85.78,1.68,6.83,0.05,0.08
03-2019,2019,3,Baleares,CIRUELAS,35.25,111.79,3.17,11.64,0.03,0.11
03-2019,2019,3,Baleares,UVAS,90.51,395.04,4.36,14.21,0.09,0.37
03-2019,2019,3,Baleares,KIWI,249.09,708.48,2.84,39.54,0.24,0.67
03-2019,2019,3,Baleares,AGUACATE,168.9,664.9,3.94,32.93,0.16,0.63
03-2019,2019,3,Baleares,PIÑA,259.39,317.48,1.22,24.46,0.25,0.3
03-2019,2019,3,Baleares,OTRAS FRUTAS FRESCAS,124.81,388.97,3.12,29.54,0.12,0.37
03-2019,2019,3,Baleares,POMELO,30.14,45.28,1.5,4.12,0.03,0.04
03-2019,2019,3,Baleares,MANGO,45.17,131.19,2.9,14.08,0.04,0.12
03-2019,2019,3,Baleares,FRUTAS IV GAMA,423.9,735.74,1.74,27.04,0.4,0.7
03-2019,2019,3,Canarias,T.FRUTAS FRESCAS,16185.06,26590.09,1.64,96.59,7.33,12.04
03-2019,2019,3,Canarias,NARANJAS,4041.84,3457.39,0.86,57.79,1.83,1.57
03-2019,2019,3,Canarias,MANDARINAS,1101.81,1794.56,1.63,49.56,0.5,0.81
03-2019,2019,3,Canarias,LIMONES,439.44,615.74,1.4,43.97,0.2,0.28
03-2019,2019,3,Canarias,PLATANOS,3253.36,4539.81,1.4,78.07,1.47,2.06
03-2019,2019,3,Canarias,MANZANAS,2324.58,3487.27,1.5,76.73,1.05,1.58
03-2019,2019,3,Canarias,PERAS,1350.25,1996.0,1.48,53.19,0.61,0.9
03-2019,2019,3,Canarias,MELOCOTONES,6.57,17.7,2.69,1.78,0.0,0.01
03-2019,2019,3,Canarias,NECTARINAS,48.26,88.79,1.84,2.3,0.02,0.04
03-2019,2019,3,Canarias,ALBARICOQUES,10.46,13.88,1.33,1.69,0.0,0.01
03-2019,2019,3,Canarias,FRESAS/FRESON,1078.3,3867.12,3.59,63.54,0.49,1.75
03-2019,2019,3,Canarias,MELON,103.57,241.1,2.33,8.17,0.05,0.11
03-2019,2019,3,Canarias,CIRUELAS,149.05,317.52,2.13,7.48,0.07,0.14
03-2019,2019,3,Canarias,CEREZAS,4.7,7.5,1.6,0.73,0.0,0.0
03-2019,2019,3,Canarias,UVAS,134.04,526.04,3.92,11.67,0.06,0.24
03-2019,2019,3,Canarias,KIWI,760.3,1653.91,2.18,37.53,0.34,0.75
03-2019,2019,3,Canarias,AGUACATE,654.7,2442.38,3.73,45.19,0.3,1.11
03-2019,2019,3,Canarias,PIÑA,15.9,39.71,2.5,1.92,0.01,0.02
03-2019,2019,3,Canarias,OTRAS FRUTAS FRESCAS,707.94,1483.69,2.1,38.89,0.32,0.67
03-2019,2019,3,Canarias,POMELO,65.41,114.67,1.75,4.75,0.03,0.05
03-2019,2019,3,Canarias,MANGO,57.42,149.06,2.6,3.66,0.03,0.07
03-2019,2019,3,Canarias,FRUTAS IV GAMA,1221.05,1895.88,1.55,28.41,0.55,0.86
03-2019,2019,3,Cantabria,T.FRUTAS FRESCAS,4182.97,6841.93,1.64,98.31,7.42,12.14
03-2019,2019,3,Cantabria,NARANJAS,1077.75,992.89,0.92,52.83,1.91,1.76
03-2019,2019,3,Cantabria,MANDARINAS,443.27,644.26,1.45,70.77,0.79,1.14
03-2019,2019,3,Cantabria,LIMONES,76.61,126.96,1.66,39.73,0.14,0.23
03-2019,2019,3,Cantabria,PLATANOS,646.88,1018.48,1.57,82.44,1.15,1.81
03-2019,2019,3,Cantabria,MANZANAS,701.96,958.08,1.36,68.95,1.25,1.7
03-2019,2019,3,Cantabria,PERAS,257.35,371.83,1.44,45.61,0.46,0.66
03-2019,2019,3,Cantabria,NECTARINAS,20.4,91.96,4.51,2.92,0.04,0.16
03-2019,2019,3,Cantabria,ALBARICOQUES,8.06,12.82,1.59,3.74,0.01,0.02
03-2019,2019,3,Cantabria,FRESAS/FRESON,474.78,1342.2,2.83,68.44,0.84,2.38
03-2019,2019,3,Cantabria,MELON,45.73,86.92,1.9,8.65,0.08,0.15
03-2019,2019,3,Cantabria,SANDIA,29.42,48.27,1.64,4.83,0.05,0.09
03-2019,2019,3,Cantabria,CIRUELAS,4.88,12.32,2.52,4.38,0.01,0.02
03-2019,2019,3,Cantabria,CEREZAS,4.07,9.27,2.28,1.02,0.01,0.02
03-2019,2019,3,Cantabria,UVAS,48.52,201.06,4.14,16.77,0.09,0.36
03-2019,2019,3,Cantabria,KIWI,137.79,399.93,2.9,27.59,0.24,0.71
03-2019,2019,3,Cantabria,AGUACATE,53.69,203.67,3.79,28.36,0.1,0.36
03-2019,2019,3,Cantabria,PIÑA,94.68,107.28,1.13,19.49,0.17,0.19
03-2019,2019,3,Cantabria,OTRAS FRUTAS FRESCAS,57.12,213.72,3.74,19.34,0.1,0.38
03-2019,2019,3,Cantabria,POMELO,8.66,14.54,1.68,3.71,0.02,0.03
03-2019,2019,3,Cantabria,MANGO,14.68,31.39,2.14,3.05,0.03,0.06
03-2019,2019,3,Cantabria,FRUTAS IV GAMA,302.61,510.0,1.69,38.83,0.54,0.9
03-2019,2019,3,Castilla La Mancha,T.FRUTAS FRESCAS,14102.91,21764.37,1.54,96.55,6.73,10.39
03-2019,2019,3,Castilla La Mancha,NARANJAS,4084.13,3381.43,0.83,62.02,1.95,1.61
03-2019,2019,3,Castilla La Mancha,MANDARINAS,1334.4,2028.55,1.52,56.36,0.64,0.97
03-2019,2019,3,Castilla La Mancha,LIMONES,287.34,368.75,1.28,30.78,0.14,0.18
03-2019,2019,3,Castilla La Mancha,PLATANOS,2462.91,4131.32,1.68,82.37,1.18,1.97
03-2019,2019,3,Castilla La Mancha,MANZANAS,1717.55,2433.26,1.42,63.69,0.82,1.16
03-2019,2019,3,Castilla La Mancha,PERAS,1051.6,1536.55,1.46,60.54,0.5,0.73
03-2019,2019,3,Castilla La Mancha,NECTARINAS,32.47,67.49,2.08,3.24,0.02,0.03
03-2019,2019,3,Castilla La Mancha,ALBARICOQUES,15.85,21.71,1.37,1.57,0.01,0.01
03-2019,2019,3,Castilla La Mancha,FRESAS/FRESON,1698.07,4346.62,2.56,78.38,0.81,2.07
03-2019,2019,3,Castilla La Mancha,MELON,168.38,257.74,1.53,10.27,0.08,0.12
03-2019,2019,3,Castilla La Mancha,SANDIA,40.2,77.01,1.92,3.89,0.02,0.04
03-2019,2019,3,Castilla La Mancha,CIRUELAS,75.83,194.58,2.57,8.46,0.04,0.09
03-2019,2019,3,Castilla La Mancha,CEREZAS,5.65,8.47,1.5,0.43,0.0,0.0
03-2019,2019,3,Castilla La Mancha,UVAS,84.72,283.83,3.35,11.08,0.04,0.14
03-2019,2019,3,Castilla La Mancha,KIWI,403.81,932.02,2.31,39.4,0.19,0.44
03-2019,2019,3,Castilla La Mancha,AGUACATE,216.17,772.84,3.58,24.22,0.1,0.37
03-2019,2019,3,Castilla La Mancha,PIÑA,199.24,261.46,1.31,18.49,0.1,0.12
03-2019,2019,3,Castilla La Mancha,OTRAS FRUTAS FRESCAS,224.6,660.74,2.94,24.71,0.11,0.32
03-2019,2019,3,Castilla La Mancha,POMELO,23.73,35.16,1.48,2.4,0.01,0.02
03-2019,2019,3,Castilla La Mancha,MANGO,75.26,246.36,3.27,5.73,0.04,0.12
03-2019,2019,3,Castilla La Mancha,FRUTAS IV GAMA,607.18,1188.41,1.96,30.14,0.29,0.57
03-2019,2019,3,Castilla Leon,T.FRUTAS FRESCAS,20696.26,30386.63,1.47,96.79,8.61,12.64
03-2019,2019,3,Castilla Leon,NARANJAS,6977.78,5871.68,0.84,70.96,2.9,2.44
03-2019,2019,3,Castilla Leon,MANDARINAS,1638.11,2405.02,1.47,58.54,0.68,1.0
03-2019,2019,3,Castilla Leon,LIMONES,619.59,840.1,1.36,41.77,0.26,0.35
03-2019,2019,3,Castilla Leon,PLATANOS,2985.8,4958.14,1.66,85.3,1.24,2.06
03-2019,2019,3,Castilla Leon,MANZANAS,2673.87,3627.71,1.36,68.64,1.11,1.51
03-2019,2019,3,Castilla Leon,PERAS,1467.68,2032.02,1.38,58.5,0.61,0.85
03-2019,2019,3,Castilla Leon,MELOCOTONES,10.06,13.11,1.3,0.39,0.0,0.01
03-2019,2019,3,Castilla Leon,NECTARINAS,29.23,43.78,1.5,2.55,0.01,0.02
03-2019,2019,3,Castilla Leon,ALBARICOQUES,3.55,9.62,2.71,0.59,0.0,0.0
03-2019,2019,3,Castilla Leon,FRESAS/FRESON,1817.04,4753.91,2.62,69.48,0.76,1.98
03-2019,2019,3,Castilla Leon,MELON,250.22,396.81,1.59,11.8,0.1,0.17
03-2019,2019,3,Castilla Leon,SANDIA,144.15,195.7,1.36,4.72,0.06,0.08
03-2019,2019,3,Castilla Leon,CIRUELAS,36.39,108.94,2.99,4.95,0.02,0.05
03-2019,2019,3,Castilla Leon,CEREZAS,0.58,9.24,15.98,0.26,0.0,0.0
03-2019,2019,3,Castilla Leon,UVAS,124.88,431.63,3.46,14.66,0.05,0.18
03-2019,2019,3,Castilla Leon,KIWI,780.12,2076.82,2.66,40.95,0.32,0.86
03-2019,2019,3,Castilla Leon,AGUACATE,274.2,843.5,3.08,25.56,0.11,0.35
03-2019,2019,3,Castilla Leon,PIÑA,438.85,553.38,1.26,18.01,0.18,0.23
03-2019,2019,3,Castilla Leon,OTRAS FRUTAS FRESCAS,424.16,1215.53,2.87,25.35,0.18,0.51
03-2019,2019,3,Castilla Leon,POMELO,74.91,116.82,1.56,5.02,0.03,0.05
03-2019,2019,3,Castilla Leon,MANGO,164.4,406.87,2.47,10.18,0.07,0.17
03-2019,2019,3,Castilla Leon,FRUTAS IV GAMA,825.52,1347.56,1.63,28.77,0.34,0.56
03-2019,2019,3,Cataluña,T.FRUTAS FRESCAS,58156.38,96754.71,1.66,96.3,8.12,13.52
